drug_1,drug_2,drug_1_concentration,drug_2_concentration,cell_line,response
Ifosfamide,Chlorambucil,1e-5,1e-6,UO-31,94.708
Amifostine,Ifosfamide,1e-5,1e-6,UO-31,85.03
Amifostine,Chlorambucil,1e-5,1e-6,UO-31,105.915
Hydroxyurea,Chlorambucil,1e-5,1e-6,UO-31,104.366
Estramustine phosphate sodium,Ifosfamide,1e-5,1e-6,UO-31,106.49
Estramustine phosphate sodium,Amifostine,1e-5,1e-6,UO-31,122.16
Estramustine phosphate sodium,Chlorambucil,1e-5,1e-6,UO-31,103.588
Ifosfamide,Chlorambucil,1e-6,1e-4,UO-31,61.364
Amifostine,Ifosfamide,1e-6,1e-4,UO-31,92.35
Amifostine,Chlorambucil,1e-6,1e-4,UO-31,70.302
Estramustine phosphate sodium,Ifosfamide,1e-6,1e-4,UO-31,89.81
Estramustine phosphate sodium,Amifostine,1e-6,1e-4,UO-31,115.04
Estramustine phosphate sodium,Chlorambucil,1e-6,1e-4,UO-31,66.301
Ifosfamide,Chlorambucil,1e-6,1e-5,UO-31,90.995
Amifostine,Ifosfamide,1e-6,1e-5,UO-31,90.04
Amifostine,Chlorambucil,1e-6,1e-5,UO-31,106.544
Estramustine phosphate sodium,Ifosfamide,1e-6,1e-5,UO-31,96.74
Estramustine phosphate sodium,Amifostine,1e-6,1e-5,UO-31,107.29
Estramustine phosphate sodium,Chlorambucil,1e-6,1e-5,UO-31,101.841
Ifosfamide,Chlorambucil,1e-6,1e-6,UO-31,92.18
Amifostine,Ifosfamide,1e-6,1e-6,UO-31,91.92
Amifostine,Chlorambucil,1e-6,1e-6,UO-31,108.024
Estramustine phosphate sodium,Ifosfamide,1e-6,1e-6,UO-31,101.08
Estramustine phosphate sodium,Amifostine,1e-6,1e-6,UO-31,119.87
Estramustine phosphate sodium,Chlorambucil,1e-6,1e-6,UO-31,103.254
Hydroxyurea,Chlorambucil,3e-5,1e-4,UO-31,64.962
Hydroxyurea,Chlorambucil,3e-5,1e-5,UO-31,98.617
Hydroxyurea,Chlorambucil,3e-5,1e-6,UO-31,101.205
Ifosfamide,Chlorambucil,1e-4,1e-4,CAKI-1,33.419
Amifostine,Ifosfamide,1e-4,1e-4,CAKI-1,97.73
Amifostine,Chlorambucil,1e-4,1e-4,CAKI-1,25.16
Hydroxyurea,Chlorambucil,1e-4,1e-4,CAKI-1,9.649
Estramustine phosphate sodium,Ifosfamide,1e-4,1e-4,CAKI-1,68.72
Estramustine phosphate sodium,Amifostine,1e-4,1e-4,CAKI-1,87.31
Estramustine phosphate sodium,Chlorambucil,1e-4,1e-4,CAKI-1,19.36
Ifosfamide,Chlorambucil,1e-4,1e-5,CAKI-1,101.533
Amifostine,Ifosfamide,1e-4,1e-5,CAKI-1,88.42
Amifostine,Chlorambucil,1e-4,1e-5,CAKI-1,84.775
Hydroxyurea,Chlorambucil,1e-4,1e-5,CAKI-1,67.962
Estramustine phosphate sodium,Ifosfamide,1e-4,1e-5,CAKI-1,57.61
Estramustine phosphate sodium,Amifostine,1e-4,1e-5,CAKI-1,77.79
Estramustine phosphate sodium,Chlorambucil,1e-4,1e-5,CAKI-1,94.056
Ifosfamide,Chlorambucil,1e-4,1e-6,CAKI-1,103.258
Amifostine,Ifosfamide,1e-4,1e-6,CAKI-1,103.28
Amifostine,Chlorambucil,1e-4,1e-6,CAKI-1,90.28
Hydroxyurea,Chlorambucil,1e-4,1e-6,CAKI-1,75.316
Estramustine phosphate sodium,Ifosfamide,1e-4,1e-6,CAKI-1,60.25
Estramustine phosphate sodium,Amifostine,1e-4,1e-6,CAKI-1,79.37
Estramustine phosphate sodium,Chlorambucil,1e-4,1e-6,CAKI-1,100.582
Ifosfamide,Chlorambucil,1e-5,1e-4,CAKI-1,31.688
Amifostine,Ifosfamide,1e-5,1e-4,CAKI-1,102.49
Amifostine,Chlorambucil,1e-5,1e-4,CAKI-1,18.462
Hydroxyurea,Chlorambucil,1e-5,1e-4,CAKI-1,10.36
Estramustine phosphate sodium,Ifosfamide,1e-5,1e-4,CAKI-1,97.73
Estramustine phosphate sodium,Amifostine,1e-5,1e-4,CAKI-1,100.67
Estramustine phosphate sodium,Chlorambucil,1e-5,1e-4,CAKI-1,12.165
Ifosfamide,Chlorambucil,1e-5,1e-5,CAKI-1,102.662
Amifostine,Ifosfamide,1e-5,1e-5,CAKI-1,100.85
Amifostine,Chlorambucil,1e-5,1e-5,CAKI-1,88.583
Hydroxyurea,Chlorambucil,1e-5,1e-5,CAKI-1,76.776
Estramustine phosphate sodium,Ifosfamide,1e-5,1e-5,CAKI-1,100.5
Estramustine phosphate sodium,Amifostine,1e-5,1e-5,CAKI-1,95.73
Estramustine phosphate sodium,Chlorambucil,1e-5,1e-5,CAKI-1,96.418
Ifosfamide,Chlorambucil,1e-5,1e-6,CAKI-1,95.539
Amifostine,Ifosfamide,1e-5,1e-6,CAKI-1,98.49
Amifostine,Chlorambucil,1e-5,1e-6,CAKI-1,86.996
Hydroxyurea,Chlorambucil,1e-5,1e-6,CAKI-1,76.13
Estramustine phosphate sodium,Ifosfamide,1e-5,1e-6,CAKI-1,110.33
Estramustine phosphate sodium,Amifostine,1e-5,1e-6,CAKI-1,96.91
Estramustine phosphate sodium,Chlorambucil,1e-5,1e-6,CAKI-1,98.765
Ifosfamide,Chlorambucil,1e-6,1e-4,CAKI-1,37.229
Amifostine,Ifosfamide,1e-6,1e-4,CAKI-1,108.2
Amifostine,Chlorambucil,1e-6,1e-4,CAKI-1,17.816
Estramustine phosphate sodium,Ifosfamide,1e-6,1e-4,CAKI-1,104.22
Estramustine phosphate sodium,Amifostine,1e-6,1e-4,CAKI-1,91.31
Estramustine phosphate sodium,Chlorambucil,1e-6,1e-4,CAKI-1,14.725
Ifosfamide,Chlorambucil,1e-6,1e-5,CAKI-1,98.142
Amifostine,Ifosfamide,1e-6,1e-5,CAKI-1,88.33
Amifostine,Chlorambucil,1e-6,1e-5,CAKI-1,86.614
Estramustine phosphate sodium,Ifosfamide,1e-6,1e-5,CAKI-1,97.74
Estramustine phosphate sodium,Amifostine,1e-6,1e-5,CAKI-1,99.93
Estramustine phosphate sodium,Chlorambucil,1e-6,1e-5,CAKI-1,92.304
Ifosfamide,Chlorambucil,1e-6,1e-6,CAKI-1,102.752
Amifostine,Ifosfamide,1e-6,1e-6,CAKI-1,98.11
Amifostine,Chlorambucil,1e-6,1e-6,CAKI-1,89.925
Estramustine phosphate sodium,Ifosfamide,1e-6,1e-6,CAKI-1,108.66
Estramustine phosphate sodium,Amifostine,1e-6,1e-6,CAKI-1,107.42
Estramustine phosphate sodium,Chlorambucil,1e-6,1e-6,CAKI-1,94.432
Hydroxyurea,Chlorambucil,3e-5,1e-4,CAKI-1,8.829
Hydroxyurea,Chlorambucil,3e-5,1e-5,CAKI-1,72.577
Hydroxyurea,Chlorambucil,3e-5,1e-6,CAKI-1,97.427
Ifosfamide,Chlorambucil,1e-4,1e-4,HS 578T,79.337
Amifostine,Ifosfamide,1e-4,1e-4,HS 578T,103.55
Amifostine,Chlorambucil,1e-4,1e-4,HS 578T,73.49
Hydroxyurea,Chlorambucil,1e-4,1e-4,HS 578T,55.764
Estramustine phosphate sodium,Ifosfamide,1e-4,1e-4,HS 578T,88.42
Estramustine phosphate sodium,Amifostine,1e-4,1e-4,HS 578T,92.92
Estramustine phosphate sodium,Chlorambucil,1e-4,1e-4,HS 578T,70.512
Ifosfamide,Chlorambucil,1e-4,1e-5,HS 578T,104.75
Amifostine,Ifosfamide,1e-4,1e-5,HS 578T,109.94
Amifostine,Chlorambucil,1e-4,1e-5,HS 578T,105.26
Hydroxyurea,Chlorambucil,1e-4,1e-5,HS 578T,110.218
Estramustine phosphate sodium,Ifosfamide,1e-4,1e-5,HS 578T,79.76
Estramustine phosphate sodium,Amifostine,1e-4,1e-5,HS 578T,94.24
Estramustine phosphate sodium,Chlorambucil,1e-4,1e-5,HS 578T,99.899
Ifosfamide,Chlorambucil,1e-4,1e-6,HS 578T,114.14
Amifostine,Ifosfamide,1e-4,1e-6,HS 578T,102.59
Amifostine,Chlorambucil,1e-4,1e-6,HS 578T,95.271
Hydroxyurea,Chlorambucil,1e-4,1e-6,HS 578T,110.511
Estramustine phosphate sodium,Ifosfamide,1e-4,1e-6,HS 578T,93.55
Estramustine phosphate sodium,Amifostine,1e-4,1e-6,HS 578T,91.39
Estramustine phosphate sodium,Chlorambucil,1e-4,1e-6,HS 578T,108.461
Ifosfamide,Chlorambucil,1e-5,1e-4,HS 578T,79.187
Amifostine,Ifosfamide,1e-5,1e-4,HS 578T,99.44
Amifostine,Chlorambucil,1e-5,1e-4,HS 578T,76.435
Hydroxyurea,Chlorambucil,1e-5,1e-4,HS 578T,63.614
Estramustine phosphate sodium,Ifosfamide,1e-5,1e-4,HS 578T,105.96
Estramustine phosphate sodium,Amifostine,1e-5,1e-4,HS 578T,102.25
Estramustine phosphate sodium,Chlorambucil,1e-5,1e-4,HS 578T,73.492
Ifosfamide,Chlorambucil,1e-5,1e-5,HS 578T,97.918
Amifostine,Ifosfamide,1e-5,1e-5,HS 578T,109.21
Amifostine,Chlorambucil,1e-5,1e-5,HS 578T,96.123
Hydroxyurea,Chlorambucil,1e-5,1e-5,HS 578T,104.515
Estramustine phosphate sodium,Ifosfamide,1e-5,1e-5,HS 578T,102.39
Estramustine phosphate sodium,Amifostine,1e-5,1e-5,HS 578T,116.61
Estramustine phosphate sodium,Chlorambucil,1e-5,1e-5,HS 578T,120.906
Ifosfamide,Chlorambucil,1e-5,1e-6,HS 578T,129.508
Amifostine,Ifosfamide,1e-5,1e-6,HS 578T,110.74
Amifostine,Chlorambucil,1e-5,1e-6,HS 578T,89.898
Hydroxyurea,Chlorambucil,1e-5,1e-6,HS 578T,104.459
Estramustine phosphate sodium,Ifosfamide,1e-5,1e-6,HS 578T,107.83
Estramustine phosphate sodium,Amifostine,1e-5,1e-6,HS 578T,112.76
Estramustine phosphate sodium,Chlorambucil,1e-5,1e-6,HS 578T,97.493
Ifosfamide,Chlorambucil,1e-6,1e-4,HS 578T,85.477
Amifostine,Ifosfamide,1e-6,1e-4,HS 578T,101.23
Amifostine,Chlorambucil,1e-6,1e-4,HS 578T,85.804
Estramustine phosphate sodium,Ifosfamide,1e-6,1e-4,HS 578T,101.06
Estramustine phosphate sodium,Amifostine,1e-6,1e-4,HS 578T,100
Estramustine phosphate sodium,Chlorambucil,1e-6,1e-4,HS 578T,79.172
Ifosfamide,Chlorambucil,1e-6,1e-5,HS 578T,124.91
Amifostine,Ifosfamide,1e-6,1e-5,HS 578T,107.41
Amifostine,Chlorambucil,1e-6,1e-5,HS 578T,96.704
Estramustine phosphate sodium,Ifosfamide,1e-6,1e-5,HS 578T,103.55
Estramustine phosphate sodium,Amifostine,1e-6,1e-5,HS 578T,99.38
Estramustine phosphate sodium,Chlorambucil,1e-6,1e-5,HS 578T,120.186
Ifosfamide,Chlorambucil,1e-6,1e-6,HS 578T,112.072
Amifostine,Ifosfamide,1e-6,1e-6,HS 578T,112.17
Amifostine,Chlorambucil,1e-6,1e-6,HS 578T,98.486
Estramustine phosphate sodium,Ifosfamide,1e-6,1e-6,HS 578T,111.13
Estramustine phosphate sodium,Amifostine,1e-6,1e-6,HS 578T,114.27
Estramustine phosphate sodium,Chlorambucil,1e-6,1e-6,HS 578T,123.728
Hydroxyurea,Chlorambucil,3e-5,1e-4,HS 578T,53.561
Hydroxyurea,Chlorambucil,3e-5,1e-5,HS 578T,101.377
Hydroxyurea,Chlorambucil,3e-5,1e-6,HS 578T,110.809
Ifosfamide,Chlorambucil,1e-4,1e-4,MDA-MB-231,62.016
Amifostine,Ifosfamide,1e-4,1e-4,MDA-MB-231,86.19
Amifostine,Chlorambucil,1e-4,1e-4,MDA-MB-231,68.84
Hydroxyurea,Chlorambucil,1e-4,1e-4,MDA-MB-231,53.899
Estramustine phosphate sodium,Ifosfamide,1e-4,1e-4,MDA-MB-231,87.39
Estramustine phosphate sodium,Amifostine,1e-4,1e-4,MDA-MB-231,95.7
Estramustine phosphate sodium,Chlorambucil,1e-4,1e-4,MDA-MB-231,58.08
Ifosfamide,Chlorambucil,1e-4,1e-5,MDA-MB-231,88.451
Amifostine,Ifosfamide,1e-4,1e-5,MDA-MB-231,96.82
Amifostine,Chlorambucil,1e-4,1e-5,MDA-MB-231,104.575
Hydroxyurea,Chlorambucil,1e-4,1e-5,MDA-MB-231,69.03
Estramustine phosphate sodium,Ifosfamide,1e-4,1e-5,MDA-MB-231,83.21
Estramustine phosphate sodium,Amifostine,1e-4,1e-5,MDA-MB-231,91.68
Estramustine phosphate sodium,Chlorambucil,1e-4,1e-5,MDA-MB-231,73.804
Ifosfamide,Chlorambucil,1e-4,1e-6,MDA-MB-231,108.753
Amifostine,Ifosfamide,1e-4,1e-6,MDA-MB-231,98.51
Amifostine,Chlorambucil,1e-4,1e-6,MDA-MB-231,94.602
Hydroxyurea,Chlorambucil,1e-4,1e-6,MDA-MB-231,95.537
Estramustine phosphate sodium,Ifosfamide,1e-4,1e-6,MDA-MB-231,101.68
Estramustine phosphate sodium,Amifostine,1e-4,1e-6,MDA-MB-231,94.67
Estramustine phosphate sodium,Chlorambucil,1e-4,1e-6,MDA-MB-231,98.339
Ifosfamide,Chlorambucil,1e-5,1e-4,MDA-MB-231,62.798
Amifostine,Ifosfamide,1e-5,1e-4,MDA-MB-231,94.16
Amifostine,Chlorambucil,1e-5,1e-4,MDA-MB-231,63.052
Hydroxyurea,Chlorambucil,1e-5,1e-4,MDA-MB-231,63.433
Estramustine phosphate sodium,Ifosfamide,1e-5,1e-4,MDA-MB-231,99.5
Estramustine phosphate sodium,Amifostine,1e-5,1e-4,MDA-MB-231,100.4
Estramustine phosphate sodium,Chlorambucil,1e-5,1e-4,MDA-MB-231,57.091
Ifosfamide,Chlorambucil,1e-5,1e-5,MDA-MB-231,85.817
Amifostine,Ifosfamide,1e-5,1e-5,MDA-MB-231,91.16
Amifostine,Chlorambucil,1e-5,1e-5,MDA-MB-231,93.015
Hydroxyurea,Chlorambucil,1e-5,1e-5,MDA-MB-231,81.609
Estramustine phosphate sodium,Ifosfamide,1e-5,1e-5,MDA-MB-231,100.87
Estramustine phosphate sodium,Amifostine,1e-5,1e-5,MDA-MB-231,103.92
Estramustine phosphate sodium,Chlorambucil,1e-5,1e-5,MDA-MB-231,79.066
Ifosfamide,Chlorambucil,1e-5,1e-6,MDA-MB-231,102.379
Amifostine,Ifosfamide,1e-5,1e-6,MDA-MB-231,96.17
Amifostine,Chlorambucil,1e-5,1e-6,MDA-MB-231,100.09
Hydroxyurea,Chlorambucil,1e-5,1e-6,MDA-MB-231,108.195
Estramustine phosphate sodium,Ifosfamide,1e-5,1e-6,MDA-MB-231,107.4
Estramustine phosphate sodium,Amifostine,1e-5,1e-6,MDA-MB-231,112.38
Estramustine phosphate sodium,Chlorambucil,1e-5,1e-6,MDA-MB-231,101.559
Ifosfamide,Chlorambucil,1e-6,1e-4,MDA-MB-231,56.358
Amifostine,Ifosfamide,1e-6,1e-4,MDA-MB-231,93.37
Amifostine,Chlorambucil,1e-6,1e-4,MDA-MB-231,63.159
Estramustine phosphate sodium,Ifosfamide,1e-6,1e-4,MDA-MB-231,101.72
Estramustine phosphate sodium,Amifostine,1e-6,1e-4,MDA-MB-231,101.77
Estramustine phosphate sodium,Chlorambucil,1e-6,1e-4,MDA-MB-231,61.925
Ifosfamide,Chlorambucil,1e-6,1e-5,MDA-MB-231,83.716
Amifostine,Ifosfamide,1e-6,1e-5,MDA-MB-231,98.92
Amifostine,Chlorambucil,1e-6,1e-5,MDA-MB-231,96.017
Estramustine phosphate sodium,Ifosfamide,1e-6,1e-5,MDA-MB-231,109.91
Estramustine phosphate sodium,Amifostine,1e-6,1e-5,MDA-MB-231,108.05
Estramustine phosphate sodium,Chlorambucil,1e-6,1e-5,MDA-MB-231,89.764
Ifosfamide,Chlorambucil,1e-6,1e-6,MDA-MB-231,103.738
Amifostine,Ifosfamide,1e-6,1e-6,MDA-MB-231,101.09
Amifostine,Chlorambucil,1e-6,1e-6,MDA-MB-231,101.184
Estramustine phosphate sodium,Ifosfamide,1e-6,1e-6,MDA-MB-231,106
Estramustine phosphate sodium,Amifostine,1e-6,1e-6,MDA-MB-231,113.53
Estramustine phosphate sodium,Chlorambucil,1e-6,1e-6,MDA-MB-231,105.96
Hydroxyurea,Chlorambucil,3e-5,1e-4,MDA-MB-231,60.193
Hydroxyurea,Chlorambucil,3e-5,1e-5,MDA-MB-231,80.515
Hydroxyurea,Chlorambucil,3e-5,1e-6,MDA-MB-231,97.228
Ifosfamide,Chlorambucil,1e-4,1e-4,OVCAR-3,68.038
Amifostine,Ifosfamide,1e-4,1e-4,OVCAR-3,109.4
Amifostine,Chlorambucil,1e-4,1e-4,OVCAR-3,31.287
Hydroxyurea,Chlorambucil,1e-4,1e-4,OVCAR-3,51.836
Estramustine phosphate sodium,Ifosfamide,1e-4,1e-4,OVCAR-3,112.15
Estramustine phosphate sodium,Amifostine,1e-4,1e-4,OVCAR-3,93.01
Estramustine phosphate sodium,Chlorambucil,1e-4,1e-4,OVCAR-3,53.032
Ifosfamide,Chlorambucil,1e-4,1e-5,OVCAR-3,100.423
Amifostine,Ifosfamide,1e-4,1e-5,OVCAR-3,113.18
Amifostine,Chlorambucil,1e-4,1e-5,OVCAR-3,102.823
Hydroxyurea,Chlorambucil,1e-4,1e-5,OVCAR-3,99.016
Estramustine phosphate sodium,Ifosfamide,1e-4,1e-5,OVCAR-3,74.55
Estramustine phosphate sodium,Amifostine,1e-4,1e-5,OVCAR-3,114.66
Estramustine phosphate sodium,Chlorambucil,1e-4,1e-5,OVCAR-3,103.884
Ifosfamide,Chlorambucil,1e-4,1e-6,OVCAR-3,110.339
Amifostine,Ifosfamide,1e-4,1e-6,OVCAR-3,115.19
Amifostine,Chlorambucil,1e-4,1e-6,OVCAR-3,92.521
Hydroxyurea,Chlorambucil,1e-4,1e-6,OVCAR-3,107.568
Estramustine phosphate sodium,Ifosfamide,1e-4,1e-6,OVCAR-3,67.48
Estramustine phosphate sodium,Amifostine,1e-4,1e-6,OVCAR-3,97.44
Estramustine phosphate sodium,Chlorambucil,1e-4,1e-6,OVCAR-3,96.972
Ifosfamide,Chlorambucil,1e-5,1e-4,OVCAR-3,55.769
Amifostine,Ifosfamide,1e-5,1e-4,OVCAR-3,97.53
Amifostine,Chlorambucil,1e-5,1e-4,OVCAR-3,32.152
Hydroxyurea,Chlorambucil,1e-5,1e-4,OVCAR-3,52.705
Estramustine phosphate sodium,Ifosfamide,1e-5,1e-4,OVCAR-3,109.64
Estramustine phosphate sodium,Amifostine,1e-5,1e-4,OVCAR-3,131.29
Estramustine phosphate sodium,Chlorambucil,1e-5,1e-4,OVCAR-3,57.392
Ifosfamide,Chlorambucil,1e-5,1e-5,OVCAR-3,95.587
Amifostine,Ifosfamide,1e-5,1e-5,OVCAR-3,110.73
Amifostine,Chlorambucil,1e-5,1e-5,OVCAR-3,103.341
Hydroxyurea,Chlorambucil,1e-5,1e-5,OVCAR-3,112.229
Estramustine phosphate sodium,Ifosfamide,1e-5,1e-5,OVCAR-3,96.95
Estramustine phosphate sodium,Amifostine,1e-5,1e-5,OVCAR-3,157.96
Estramustine phosphate sodium,Chlorambucil,1e-5,1e-5,OVCAR-3,108.357
Ifosfamide,Chlorambucil,1e-5,1e-6,OVCAR-3,112.468
Amifostine,Ifosfamide,1e-5,1e-6,OVCAR-3,102.49
Amifostine,Chlorambucil,1e-5,1e-6,OVCAR-3,96.326
Hydroxyurea,Chlorambucil,1e-5,1e-6,OVCAR-3,105.74
Estramustine phosphate sodium,Ifosfamide,1e-5,1e-6,OVCAR-3,114.95
Estramustine phosphate sodium,Amifostine,1e-5,1e-6,OVCAR-3,147.03
Estramustine phosphate sodium,Chlorambucil,1e-5,1e-6,OVCAR-3,106.551
Ifosfamide,Chlorambucil,1e-6,1e-4,OVCAR-3,58.201
Amifostine,Ifosfamide,1e-6,1e-4,OVCAR-3,96.95
Amifostine,Chlorambucil,1e-6,1e-4,OVCAR-3,42.989
Estramustine phosphate sodium,Ifosfamide,1e-6,1e-4,OVCAR-3,98.09
Estramustine phosphate sodium,Amifostine,1e-6,1e-4,OVCAR-3,131.88
Estramustine phosphate sodium,Chlorambucil,1e-6,1e-4,OVCAR-3,67.318
Ifosfamide,Chlorambucil,1e-6,1e-5,OVCAR-3,99.118
Amifostine,Ifosfamide,1e-6,1e-5,OVCAR-3,110.67
Amifostine,Chlorambucil,1e-6,1e-5,OVCAR-3,111.162
Estramustine phosphate sodium,Ifosfamide,1e-6,1e-5,OVCAR-3,109.62
Estramustine phosphate sodium,Amifostine,1e-6,1e-5,OVCAR-3,131.45
Estramustine phosphate sodium,Chlorambucil,1e-6,1e-5,OVCAR-3,102.894
Ifosfamide,Chlorambucil,1e-6,1e-6,OVCAR-3,111.07
Amifostine,Ifosfamide,1e-6,1e-6,OVCAR-3,90.43
Amifostine,Chlorambucil,1e-6,1e-6,OVCAR-3,94.94
Estramustine phosphate sodium,Ifosfamide,1e-6,1e-6,OVCAR-3,98.68
Estramustine phosphate sodium,Amifostine,1e-6,1e-6,OVCAR-3,153.08
Estramustine phosphate sodium,Chlorambucil,1e-6,1e-6,OVCAR-3,118.639
Hydroxyurea,Chlorambucil,3e-5,1e-4,OVCAR-3,39.785
Hydroxyurea,Chlorambucil,3e-5,1e-5,OVCAR-3,103.621
Hydroxyurea,Chlorambucil,3e-5,1e-6,OVCAR-3,116.508
Ifosfamide,Chlorambucil,1e-4,1e-4,SK-MEL-28,64.915
Amifostine,Ifosfamide,1e-4,1e-4,SK-MEL-28,74.89
Amifostine,Chlorambucil,1e-4,1e-4,SK-MEL-28,68.388
Hydroxyurea,Chlorambucil,1e-4,1e-4,SK-MEL-28,69.534
Estramustine phosphate sodium,Ifosfamide,1e-4,1e-4,SK-MEL-28,73.26
Estramustine phosphate sodium,Amifostine,1e-4,1e-4,SK-MEL-28,81.77
Estramustine phosphate sodium,Chlorambucil,1e-4,1e-4,SK-MEL-28,67.524
Ifosfamide,Chlorambucil,1e-4,1e-5,SK-MEL-28,110.023
Amifostine,Ifosfamide,1e-4,1e-5,SK-MEL-28,95.85
Amifostine,Chlorambucil,1e-4,1e-5,SK-MEL-28,103.892
Hydroxyurea,Chlorambucil,1e-4,1e-5,SK-MEL-28,92.218
Estramustine phosphate sodium,Ifosfamide,1e-4,1e-5,SK-MEL-28,83.3
Estramustine phosphate sodium,Amifostine,1e-4,1e-5,SK-MEL-28,86.37
Estramustine phosphate sodium,Chlorambucil,1e-4,1e-5,SK-MEL-28,104.808
Ifosfamide,Chlorambucil,1e-4,1e-6,SK-MEL-28,114.926
Amifostine,Ifosfamide,1e-4,1e-6,SK-MEL-28,102.65
Amifostine,Chlorambucil,1e-4,1e-6,SK-MEL-28,95.304
Hydroxyurea,Chlorambucil,1e-4,1e-6,SK-MEL-28,114.649
Estramustine phosphate sodium,Ifosfamide,1e-4,1e-6,SK-MEL-28,72.45
Estramustine phosphate sodium,Amifostine,1e-4,1e-6,SK-MEL-28,87.27
Estramustine phosphate sodium,Chlorambucil,1e-4,1e-6,SK-MEL-28,98.747
Ifosfamide,Chlorambucil,1e-5,1e-4,SK-MEL-28,58.045
Amifostine,Ifosfamide,1e-5,1e-4,SK-MEL-28,105.82
Amifostine,Chlorambucil,1e-5,1e-4,SK-MEL-28,73.164
Hydroxyurea,Chlorambucil,1e-5,1e-4,SK-MEL-28,66.54
Estramustine phosphate sodium,Ifosfamide,1e-5,1e-4,SK-MEL-28,94.53
Estramustine phosphate sodium,Amifostine,1e-5,1e-4,SK-MEL-28,93.68
Estramustine phosphate sodium,Chlorambucil,1e-5,1e-4,SK-MEL-28,64.369
Ifosfamide,Chlorambucil,1e-5,1e-5,SK-MEL-28,98.254
Amifostine,Ifosfamide,1e-5,1e-5,SK-MEL-28,108.96
Amifostine,Chlorambucil,1e-5,1e-5,SK-MEL-28,97.546
Hydroxyurea,Chlorambucil,1e-5,1e-5,SK-MEL-28,101.648
Estramustine phosphate sodium,Ifosfamide,1e-5,1e-5,SK-MEL-28,97.51
Estramustine phosphate sodium,Amifostine,1e-5,1e-5,SK-MEL-28,96.09
Estramustine phosphate sodium,Chlorambucil,1e-5,1e-5,SK-MEL-28,109.329
Ifosfamide,Chlorambucil,1e-5,1e-6,SK-MEL-28,112.173
Amifostine,Ifosfamide,1e-5,1e-6,SK-MEL-28,106.1
Amifostine,Chlorambucil,1e-5,1e-6,SK-MEL-28,108.048
Hydroxyurea,Chlorambucil,1e-5,1e-6,SK-MEL-28,103.476
Estramustine phosphate sodium,Ifosfamide,1e-5,1e-6,SK-MEL-28,104.46
Estramustine phosphate sodium,Amifostine,1e-5,1e-6,SK-MEL-28,99.25
Estramustine phosphate sodium,Chlorambucil,1e-5,1e-6,SK-MEL-28,99.677
Ifosfamide,Chlorambucil,1e-6,1e-4,SK-MEL-28,64.291
Amifostine,Ifosfamide,1e-6,1e-4,SK-MEL-28,103.21
Amifostine,Chlorambucil,1e-6,1e-4,SK-MEL-28,78.22
Estramustine phosphate sodium,Ifosfamide,1e-6,1e-4,SK-MEL-28,92.15
Estramustine phosphate sodium,Amifostine,1e-6,1e-4,SK-MEL-28,100.25
Estramustine phosphate sodium,Chlorambucil,1e-6,1e-4,SK-MEL-28,71.07
Ifosfamide,Chlorambucil,1e-6,1e-5,SK-MEL-28,109.972
Amifostine,Ifosfamide,1e-6,1e-5,SK-MEL-28,101.53
Amifostine,Chlorambucil,1e-6,1e-5,SK-MEL-28,86.097
Estramustine phosphate sodium,Ifosfamide,1e-6,1e-5,SK-MEL-28,99.52
Estramustine phosphate sodium,Amifostine,1e-6,1e-5,SK-MEL-28,100.37
Estramustine phosphate sodium,Chlorambucil,1e-6,1e-5,SK-MEL-28,109.4
Ifosfamide,Chlorambucil,1e-6,1e-6,SK-MEL-28,107.193
Amifostine,Ifosfamide,1e-6,1e-6,SK-MEL-28,96.17
Amifostine,Chlorambucil,1e-6,1e-6,SK-MEL-28,119.026
Estramustine phosphate sodium,Ifosfamide,1e-6,1e-6,SK-MEL-28,102.71
Estramustine phosphate sodium,Amifostine,1e-6,1e-6,SK-MEL-28,101.13
Estramustine phosphate sodium,Chlorambucil,1e-6,1e-6,SK-MEL-28,119.216
Hydroxyurea,Chlorambucil,3e-5,1e-4,SK-MEL-28,67.706
Hydroxyurea,Chlorambucil,3e-5,1e-5,SK-MEL-28,119.507
Hydroxyurea,Chlorambucil,3e-5,1e-6,SK-MEL-28,101.161
Ifosfamide,Chlorambucil,0,1e-4,786-0,44.122
Ifosfamide,Chlorambucil,0,1e-4,A498,52.802
Ifosfamide,Chlorambucil,0,1e-4,A549/ATCC,34.276
Ifosfamide,Chlorambucil,0,1e-4,ACHN,12.385
Ifosfamide,Chlorambucil,0,1e-4,CCRF-CEM,-75.07
Ifosfamide,Chlorambucil,0,1e-4,COLO 205,39.412
Ifosfamide,Chlorambucil,0,1e-4,DU-145,41.05
Ifosfamide,Chlorambucil,0,1e-4,EKVX,106.133
Ifosfamide,Chlorambucil,0,1e-4,HCC-2998,75.94
Ifosfamide,Chlorambucil,0,1e-4,HCT-15,45.497
Ifosfamide,Chlorambucil,0,1e-4,HCT-116,35.561
Ifosfamide,Chlorambucil,0,1e-4,HL-60(TB),-73.003
Ifosfamide,Chlorambucil,0,1e-4,HOP-62,15.53
Ifosfamide,Chlorambucil,0,1e-4,HOP-92,44.911
Ifosfamide,Chlorambucil,0,1e-4,HT29,55.646
Ifosfamide,Chlorambucil,0,1e-4,IGROV1,36.475
Ifosfamide,Chlorambucil,0,1e-4,K-562,59.152
Ifosfamide,Chlorambucil,0,1e-4,KM12,107.552
